time,hash-rate
2017-08-23,6182599.625
2017-08-26,5496342.446
2017-08-29,5353592.71
2017-09-01,6118103.511
2017-09-04,6944362.851
2017-09-07,7539158.186
2017-09-10,7786592.785
2017-09-13,7745290.322
2017-09-16,7948423.994
2017-09-19,8052399.125
2017-09-22,7953567.899
2017-09-25,8039495.313
2017-09-28,8117852.967
2017-10-01,8141360.264
2017-10-04,8620716.497
2017-10-07,8093774.808
2017-10-10,8795148.103
2017-10-13,8874958.884
2017-10-16,8760461.405
2017-10-19,9245168.606
2017-10-22,10147786.81
2017-10-25,10037300.02
2017-10-28,10222239.67
2017-10-31,9904229.242
2017-11-03,9151439.67
2017-11-06,9636352.483
2017-11-09,10038726.94
2017-11-12,9438552.351
2017-11-15,8374026.663
2017-11-18,8710769.257
2017-11-21,10367656.4
2017-11-24,10571133.77
2017-11-27,10466026.6
2017-11-30,10675597.38
2017-12-03,11124893.2
2017-12-06,11660571.64
2017-12-09,12250080.26
2017-12-12,13045585.15
2017-12-15,13466860.99
2017-12-18,13817089.76
2017-12-21,14113591.52
2017-12-24,13848863.35
2017-12-27,13182080.72
2017-12-30,13807265.17
2018-01-02,14403625.44
2018-01-05,15259817.61
2018-01-08,15428139.72
2018-01-11,15592706.55
2018-01-14,16468932.15
2018-01-17,17062630.2
2018-01-20,17687863.12
2018-01-23,18921900.08
2018-01-26,19532771.53
2018-01-29,19835912.44
2018-02-01,19594807.85
2018-02-04,19890578.53
2018-02-07,21327603.84
2018-02-10,21410144.29
2018-02-13,21169737.44
2018-02-16,21822998.38
2018-02-19,22619160.15
2018-02-22,22155981.44
2018-02-25,22674608.89
2018-02-28,23129455.07
2018-03-03,23343023.45
2018-03-06,24069842.79
2018-03-09,24918422.58
2018-03-12,24840322.33
2018-03-15,24863690.46
2018-03-18,24887058.59
2018-03-21,24504394.82
2018-03-24,24653093.04
2018-03-27,24490774.32
2018-03-30,24908789.54
2018-04-02,25653102.32
2018-04-05,26526747.48
2018-04-08,27476916.43
2018-04-11,27252513.3
2018-04-14,28224926.85
2018-04-17,28081059.67
2018-04-20,29770217.79
2018-04-23,29909466.52
2018-04-26,29146052.61
2018-04-29,27778760.67
2018-05-02,28362730.68
2018-05-05,29362271.6
2018-05-08,29562209.25
2018-05-11,29676459.33
2018-05-14,30171351.48
2018-05-17,30795200.34
2018-05-20,30575293.66
2018-05-23,31340411.69
2018-05-26,32357235.31
2018-05-29,33709958.19
2018-06-01,34898238.81
2018-06-04,34255939.94
2018-06-07,36806214.5
2018-06-10,37002587.21
2018-06-13,34735390.61
2018-06-16,35226598.16
2018-06-19,37928239.65
2018-06-22,39762894.32
2018-06-25,40441645.5
2018-06-28,38798076.91
2018-07-01,37644230.76
2018-07-04,35642491.8
2018-07-07,36590525.8
2018-07-10,37975716.12
2018-07-13,39423135.59
2018-07-16,36947286.49
2018-07-19,37766752.67
2018-07-22,38873815.4
2018-07-25,42035153.36
2018-07-28,42402914.98
2018-07-31,42742938.89
2018-08-03,43330461.8
2018-08-06,45883210.8
2018-08-09,46221208.67
2018-08-12,46521092.49
2018-08-15,47856434.1
2018-08-18,48862992.06
2018-08-21,48186682.04
2018-08-24,48277429.08
2018-08-27,49000382.03
2018-08-30,51007110.46
2018-09-02,53028219.01
2018-09-05,48394221.49
2018-09-08,47988724.25
2018-09-11,49347584.83
2018-09-14,52636033.19
2018-09-17,49996152.17
2018-09-20,49447839.44
2018-09-23,51389369.57
2018-09-26,54374065.73
2018-09-29,53740253.4
2018-10-02,54756137.2
2018-10-05,54016485.12
2018-10-08,51211672.01
2018-10-11,50515184.99
2018-10-14,52041213.87
2018-10-17,52252978.72
2018-10-20,51051519.75
2018-10-23,51214865.44
2018-10-26,50090631.11
2018-10-29,49886595.95
2018-11-01,51977956.32
2018-11-04,54123853.77
2018-11-07,51832813.5
2018-11-10,47652507.45
2018-11-13,47091289.49
2018-11-16,47244348.93
2018-11-19,45715818.25
2018-11-22,42714092.65
2018-11-25,41389434.85
2018-11-28,40822456.29
2018-12-01,39499506.32
2018-12-04,37757484.1
2018-12-07,37191010.3
2018-12-10,35969936.15
2018-12-13,35005336.73
2018-12-16,37010224.29
2018-12-19,38029757.88
2018-12-22,37486502.69
2018-12-25,38725392.66
2018-12-28,41086085.89
2018-12-31,40723454.95
2019-01-03,41499587.18
2019-01-06,42762992.72
2019-01-09,42653392.38
2019-01-12,43172095.94
2019-01-15,42592390.9
2019-01-18,39460857.63
2019-01-21,40467000.62
2019-01-24,40991036.15
2019-01-27,43163853.56
2019-01-30,42667170.65
2019-02-02,42571473.9
2019-02-05,42283653.51
2019-02-08,44265699.76
2019-02-11,44881391.03
2019-02-14,44306824.51
2019-02-17,42190406.29
2019-02-20,44810549.23
2019-02-23,44380092.46
2019-02-26,42628200.63
2019-03-01,44684496.38
2019-03-04,44628180.42
2019-03-07,43291490.96
2019-03-10,42515348.69
2019-03-13,42034451.38
2019-03-16,43189370.05
2019-03-19,45511523.43
2019-03-22,47450934.94
2019-03-25,47511942.71
2019-03-28,45660541.98
2019-03-31,45880050.98
2019-04-03,45891071.53
2019-04-06,45800467.24
2019-04-09,46463226.78
2019-04-12,46415319.09
2019-04-15,45082048.6
2019-04-18,45082048.6
2019-04-21,44582650.28
2019-04-24,44471034.32
2019-04-27,45158438.97
2019-04-30,46740007.61
2019-05-03,50033463.75
2019-05-06,48827339.21
2019-05-09,47908384.97
2019-05-12,45881810.27
2019-05-15,49213476.99
2019-05-18,50117786.52
2019-05-21,51172297.31
2019-05-24,52656109.68
2019-05-27,52231162.98
2019-05-30,53373868.46
2019-06-02,53764035.53
2019-06-05,51549891.84
2019-06-08,54563917.45
2019-06-11,55994233.74
2019-06-14,53557398.59
2019-06-17,54248595.79
2019-06-20,56304637.07
2019-06-23,53722574.63
2019-06-26,57826747.81
2019-06-29,59739282.95
2019-07-02,59910359.25
2019-07-05,63617010.32
2019-07-08,65363801.56
2019-07-11,66436142.99
2019-07-14,64282328.42
2019-07-17,65398734.03
2019-07-20,62180292.39
2019-07-23,65527471.69
2019-07-26,66422512.07
2019-07-29,69400228.24
2019-08-01,71948489.16
2019-08-04,72972666.94
2019-08-07,74077368.97
2019-08-10,74566507.45
2019-08-13,73747045.07
2019-08-16,74456151.27
2019-08-19,70938762.02
2019-08-22,72283871.86
2019-08-25,74482723.33
2019-08-28,73547109
2019-08-31,76873723.57
2019-09-03,78440212.48
2019-09-06,81396021.8
2019-09-09,84070180.8
2019-09-12,88889490.53
2019-09-15,89554384.75
2019-09-18,89597236.25
2019-09-21,91702566.29
2019-09-24,90098193.59
2019-09-27,91434682.17
2019-09-30,89341776.99
2019-10-03,91433868.64
2019-10-06,91428958.51
2019-10-09,96593924.45
2019-10-12,98269788.06
2019-10-15,94280759.2
2019-10-18,93485053.29
2019-10-21,95055454.39
2019-10-24,101132725.1
2019-10-27,99339894.8
2019-10-30,92695122.52
2019-11-02,89256768.13
2019-11-05,90715212.05
2019-11-08,91861270.5
2019-11-11,92339819.42
2019-11-14,90699368.89
2019-11-17,95931202.12
2019-11-20,94937564.43
2019-11-23,90641806.33
2019-11-26,90238982.02
2019-11-29,90747073.16
2019-12-02,87522557.87
2019-12-05,95261394.56
2019-12-08,96880815.35
2019-12-11,96761138.52
2019-12-14,92907581.85
2019-12-17,91170136.91
2019-12-20,92925415.74
2019-12-23,99947585.94
2019-12-26,96857362.74
2019-12-29,94344814.3
2020-01-01,97011480.59
2020-01-04,103031752
2020-01-07,105477457.2
2020-01-10,108770686.2
2020-01-13,105144996.7
2020-01-16,104842225.1
2020-01-19,106104409.8
2020-01-22,110810185.5
2020-01-25,110600317.7
2020-01-28,110810185.5
2020-01-31,111739681
2020-02-03,111681439.2
2020-02-06,113456448.4
2020-02-09,109282832.6
2020-02-12,109340676.4
2020-02-15,107932589.7
2020-02-18,111150618.9
2020-02-21,109631870.5
2020-02-24,112391988.1
2020-02-27,109315034.3
2020-03-01,110892855.2
2020-03-04,116468614.7
2020-03-07,121307726.2
2020-03-10,121936056
2020-03-13,116070927.6
2020-03-16,108109035.4
2020-03-19,101680788.7
2020-03-22,94157585.88
2020-03-25,95333086.33
2020-03-28,100386175.8
2020-03-31,100495620.1
2020-04-03,104035696.3
2020-04-06,106308080.9
2020-04-09,104926817.7
2020-04-12,110999326.6
2020-04-15,115878648.7
2020-04-18,115054068.8
2020-04-21,113800073.5
2020-04-24,109962750.7
2020-04-27,111554966.9
2020-04-30,113216514.5
2020-05-03,113443174.2
2020-05-06,119472293.1
2020-05-09,121853507.6
2020-05-12,121087434.5
2020-05-15,111966037.4
2020-05-18,101672938.9
2020-05-21,93625665.18
2020-05-24,90689768.7
2020-05-27,90471236.69
2020-05-30,94602038.01
2020-06-02,103202223.3
2020-06-05,105288528.2
2020-06-08,110815623.4
2020-06-11,114994337.9
2020-06-14,112245343.4
2020-06-17,110570811.7
2020-06-20,105926966.6
2020-06-23,108235120.8
2020-06-26,112767411.3
2020-06-29,115793972
2020-07-02,117362562.9
2020-07-05,121956640.9
2020-07-08,125990398
2020-07-11,124533213.7
2020-07-14,123224186
2020-07-17,121358766
2020-07-20,115473898.1
2020-07-23,113943058.7
2020-07-26,120718051.4
2020-07-29,126940916.2
2020-08-01,124781881.4
2020-08-04,122154894.8
2020-08-07,122394179.6
2020-08-10,124667385.3
2020-08-13,126347972.7
2020-08-16,129075393.2
2020-08-19,125649848
2020-08-22,121798511.6
2020-08-25,123297691.9
2020-08-28,122017801.8
2020-08-31,122462847.3
2020-09-03,126308447.3
2020-09-06,122193759.5
2020-09-09,127930089.2
2020-09-12,131873589.7
2020-09-15,136485692.1
2020-09-18,139811607
2020-09-21,139904505.9
2020-09-24,136974413.1
2020-09-27,138914906
2020-09-30,139905644.7
2020-10-03,135516448
2020-10-06,137953248.4
2020-10-09,140918695.2
2020-10-12,138141088.9
2020-10-15,144034012.3
2020-10-18,146484944
2020-10-21,139371646.1
2020-10-24,133536442
2020-10-27,130791600
2020-10-30,116022516
2020-11-02,108779984.4
2020-11-05,115107145.5
2020-11-08,121130852.4
2020-11-11,128159204.2
2020-11-14,126609372
2020-11-17,124869930.3
2020-11-20,128602936.8
2020-11-23,141076183.2
2020-11-26,135709930.5
2020-11-29,133710520.9
2020-12-02,131996845.8
2020-12-05,133409747.7
2020-12-08,137948518.5
2020-12-11,134275333.1
2020-12-14,134533587.6
2020-12-17,132373208.7
2020-12-20,136823648.1
2020-12-23,134839542.6
2020-12-26,134176614.6
2020-12-29,134096925.5
2021-01-01,142734576.9
2021-01-04,146350014.1
2021-01-07,149387454
2021-01-10,148690226.4
2021-01-13,151697118.5
2021-01-16,153019188.2
2021-01-19,150294161.3
2021-01-22,146196560
2021-01-25,146698957.5
2021-01-28,148549580.9
2021-01-31,150095785.5
2021-02-03,146546722.6
2021-02-06,152461827.4
2021-02-09,165861253.1
2021-02-12,160711290
2021-02-15,156021049
2021-02-18,150236854
2021-02-21,151777618
2021-02-24,149558391
2021-02-27,154427502.3
2021-03-02,154118955.8
2021-03-05,151187764.5
2021-03-08,153716875.8
2021-03-11,155778275.4
2021-03-14,154598952.2
2021-03-17,156579037.3
2021-03-20,157420617.7
2021-03-23,160766785.1
2021-03-26,166720074.4
2021-03-29,166457523.8
2021-04-01,164904748.4
2021-04-04,162156064.8
2021-04-07,164631662
2021-04-10,167595961.7
2021-04-13,169731988.6
2021-04-16,172130189.2
2021-04-19,150787954.8
2021-04-22,136207676
2021-04-25,146198398.7
2021-04-28,154236798.6
2021-05-01,159260798.5
2021-05-04,167961731.5
2021-05-07,174317609.6
2021-05-10,177672590.3
2021-05-13,178989767.6
2021-05-16,176179075
2021-05-19,160228122.6
2021-05-22,146384382.4
2021-05-25,143716380.3
2021-05-28,148163050.5
2021-05-31,150291730.3
2021-06-03,151415069.7
2021-06-06,149939087.8
2021-06-09,150516054.3
2021-06-12,136316426.6
2021-06-15,132807547
2021-06-18,128421919.9
2021-06-21,120460802.6
2021-06-24,107438013.2
2021-06-27,99935754
2021-06-30,90734870.13
